"accession","length","isolate","isolation_source","host","organism","genotype","country_original","country","country_code","collection_date_original","collection_date"
"OO269563","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269562","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269561","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269560","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269559","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269558","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269557","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269556","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269555","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269554","11674","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240963","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240962","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240961","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240960","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240959","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240958","1269","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240957","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240956","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240955","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240954","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240953","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240952","1317","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240951","399","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240950","331","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240949","300","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240948","354","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240947","384","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240946","336","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240945","390","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240944","337","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240943","372","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240942","322","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240941","375","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240940","327","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240939","381","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240938","339","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240937","387","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240936","336","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240935","399","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240934","324","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240933","357","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240932","330","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240931","369","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240930","321","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240929","354","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240928","390","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240927","363","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240926","363","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240925","276","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240924","366","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240923","321","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240922","357","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240921","325","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240920","381","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240919","322","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240918","375","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240917","380","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240916","321","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240915","369","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240914","333","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240913","381","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240912","327","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240911","378","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240910","324","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240909","348","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240908","327","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240907","381","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240906","330","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240905","411","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240904","333","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240903","312","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240902","334","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240901","378","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240683","3822","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240682","3822","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240681","3828","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240680","3762","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240679","8416","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240678","3777","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240677","3777","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240676","3777","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240675","3756","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240674","3750","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240673","8431","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240672","8431","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240671","8431","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240670","8410","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240669","8404","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240668","465","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240667","3837","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240666","3852","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240665","4230","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240664","3825","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240663","4215","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240662","3747","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240661","3747","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240660","2964","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO240659","2964","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801607","1790","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801606","1518","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801605","1729","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801604","3955","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801603","3979","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801602","2902","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801601","5389","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801600","2800","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801599","1426","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801598","1483","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801597","1483","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801596","1340","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801595","1531","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801594","1690","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801593","1531","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801592","1537","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801591","3955","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801590","3979","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801589","2902","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801588","5389","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801587","2800","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801586","1426","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801585","1483","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801584","1483","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801583","1340","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801582","1531","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801581","1690","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801580","1531","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801579","1537","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801578","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801577","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801576","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801575","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801574","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801573","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801572","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801571","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801570","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801569","916","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801568","2544","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801567","1749","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801566","2049","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801565","10649","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801564","10707","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801563","10723","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801562","10735","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801561","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801560","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801559","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801558","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801557","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801556","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801555","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801554","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801553","2058","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801552","916","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801551","2544","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801550","1749","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801549","2049","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801548","10649","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801547","10707","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801546","10723","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801545","10735","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801544","2070","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801543","2064","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801542","2088","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801541","1844","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801540","1572","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801539","1783","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801538","2339","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801537","2067","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801536","2278","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801535","2348","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801534","2076","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801533","2287","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801532","2333","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801531","2061","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801530","2272","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801529","2342","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801528","2070","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801527","2281","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801526","10254","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801525","2070","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801524","2064","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801523","2088","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801522","1844","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801521","1572","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801520","1783","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801519","2339","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801518","2067","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801517","2278","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801516","2348","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801515","2076","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801514","2287","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801513","2333","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801512","2061","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801511","2272","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801510","2342","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801509","2070","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801508","2281","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801507","10254","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801506","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801505","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801504","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801503","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801502","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801501","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801500","2031","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801499","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801498","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801497","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801496","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801495","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801494","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801493","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801492","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801491","2031","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801490","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801489","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801488","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801487","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801486","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801485","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801484","2031","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801483","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801482","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801481","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801480","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801479","2256","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801478","2241","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801477","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801476","2016","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801475","2031","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801474","2637","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801473","2586","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801472","2637","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801471","2586","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801470","2637","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801469","2586","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801468","2637","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801467","2586","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801466","119","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801465","92","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801464","119","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801463","92","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801462","1829","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801461","1557","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801460","1778","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801459","1506","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801458","2049","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801457","1829","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801456","1557","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801455","1778","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801454","1506","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801453","2049","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801452","2046","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801451","1572","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801450","2046","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801449","1572","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801448","1725","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801447","1866","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801446","5160","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801445","3486","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801444","1230","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801443","1215","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801442","1725","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801441","1866","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801440","5160","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801439","3486","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801438","1230","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"MY801437","1215","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"NM_198791","3388","NA","NA","NA","Rattus norvegicus","NA","NA",NA,NA,"NA",NA
"ON207129","10119","virome_alagoas_denv","serum","Homo sapiens","Dengue virus","NA","Brazil","Brazil","BRA","2022","2022-XX-XX"
"NM_001039617","1308","NA","NA","NA","Homo sapiens","NA","NA",NA,NA,"NA",NA
"OM718771","201","MAYV/Homo_sapiens/Brazil/2017/0755","NA","Homo sapiens","Mayaro virus","NA","Brazil: Palmas, Tocantins","Brazil","BRA","08-Mar-2017","2017-03-08"
"OM718770","201","MAYV/Homo_sapiens/Brazil/2017/0264","NA","Homo sapiens","Mayaro virus","NA","Brazil: Colinas do Tocantins, Tocantins","Brazil","BRA","24-Mar-2017","2017-03-24"
"OM718769","201","MAYV/Homo_sapiens/Brazil/2017/0740","NA","Homo sapiens","Mayaro virus","NA","Brazil: Palmas, Tocantins","Brazil","BRA","14-Mar-2017","2017-03-14"
"OM718768","201","MAYV/Homo_sapiens/Brazil/2017/0802","NA","Homo sapiens","Mayaro virus","NA","Brazil: Palmas, Tocantins","Brazil","BRA","16-Mar-2017","2017-03-16"
"OM718767","201","MAYV/Homo_sapiens/Brazil/2017/0237","NA","Homo sapiens","Mayaro virus","NA","Brazil: Wanderlandia, Tocantins","Brazil","BRA","17-Feb-2017","2017-02-17"
"OM718766","201","MAYV/Homo_sapiens/Brazil/2017/0190","NA","Homo sapiens","Mayaro virus","NA","Brazil: Colinas do Tocantins, Tocantins","Brazil","BRA","21-Feb-2017","2017-02-21"
"KY415991","10808","Haiti/0097/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","24-Jun-2014","2014-06-24"
"KY415990","10808","Haiti/0036/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","02-Jun-2014","2014-06-02"
"KY415989","10808","Haiti/0074/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","10-Jun-2014","2014-06-10"
"KY415988","10808","Haiti/0054/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","05-Jun-2014","2014-06-05"
"KY415987","10808","Haiti/0033/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","29-May-2014","2014-05-29"
"KY415986","10808","Haiti/0029/2014","plasma","Homo sapiens","Zika virus","NA","Haiti","Haiti","HTI","29-May-2014","2014-05-29"
"OL960221","1485","D2/IDN_Aceh_017/2015","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Aceh","Indonesia","IDN","14-Sep-2015","2015-09-14"
"OL960220","1456","D2/IDN_Aceh_036/2015","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Aceh","Indonesia","IDN","19-Aug-2015","2015-08-19"
"OL960219","1485","D2/IDN_Aceh_046/2015","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Aceh","Indonesia","IDN","16-Jun-2015","2015-06-16"
"OL960218","1485","D2/IDN_Jambi_021/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","30-Jun-2016","2016-06-30"
"OL960217","1485","D2/IDN_Jambi_024/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","22-Jul-2016","2016-07-22"
"OL960216","1485","D2/IDN_Jambi_025/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","22-Dec-2016","2016-12-22"
"OL960215","1485","D2/IDN_Jambi_029/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","08-Aug-2016","2016-08-08"
"OL960214","1485","D2/IDN_Jambi_032/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","11-Aug-2016","2016-08-11"
"OL960213","1485","D2/IDN_Jambi_038/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","24-Aug-2016","2016-08-24"
"OL960212","1485","D2/IDN_Jambi_043/2016","serum","Homo sapiens","dengue virus type 2","2","Indonesia: Jambi","Indonesia","IDN","16-Sep-2016","2016-09-16"
"OP503391","651","IR/A/E/rubber","Rubber collection bowl","NA","Aedes albopictus","NA","India: Tripura","India","IND","25-Apr-2022","2022-04-25"
"OP503390","651","Z/A/E/plastic","Plastic bucket","NA","Aedes albopictus","NA","India: Tripura","India","IND","15-Dec-2021","2021-12-15"
